row;transactionID;customerKey;ProductKey;dateKey;PromotionKey;salesPersonKey;manfKey;Quantity;Price;Margin;Cost;OverHead;returns;Sales;Expenses;net profit;net margin
3AA8F5AA-E7EE-49ED-9C54-004E6CC9E4CC;C07550ED-F468-49D2-A05C-9D4556B52907;400370;224;10.09.2009;3;294;106;1;84,24;0,29;59,8104;7,32888;NULL;84,24;59,8104;17,10072;20,3%
43B2E03A-B8A3-4E17-8D47-004E81137775;ABC43ABF-D20F-4E79-B472-34C74E6150D1;8274;330;04.18.2008;4;295;110;1;1402;0,22;1093,56;30,844;NULL;1402;1093,56;277,596;19,8%
8FBDB82D-4A95-4760-BCA6-004ECBDB04D3;112CE02E-D37D-44E9-84C1-A7DDC96AF68E;189746;441;03.02.2009;2;289;106;1;261,62;0,42;151,7396;10,98804;NULL;261,62;151,7396;98,89236;37,8%
55AFF15D-55C0-43BE-936A-004F7B57631B;04148489-F517-4B95-B18C-6BC783D9D1F2;263339;531;10.23.2009;15;295;101;1;65,92;0,35;42,848;2,3072;NULL;65,92;42,848;20,7648;31,5%
0190C602-20EA-4BA2-932D-004F7D02A0E1;88A8AA5F-DFA9-4A4B-8D9E-4BB29DBC1D5C;150194;297;07.30.2009;12;294;100;1;214,12;0,48;111,3424;45,83328;1;214,12;111,3424;56,94432;26,6%
1A53BE42-73D1-4E15-A11C-004FD7951CB1;61D6DEFB-E486-4706-BB81-6142025E260D;12105;510;04.26.2010;16;293;102;1;264,2059;0,17;219,290897;4,4915003;NULL;264,2059;219,290897;40,4235027;15,3%
C0757C48-E889-4141-8C26-004FE29138B3;9D94DC80-0B08-4CEE-9EE8-1DEB6735B30D;103415;312;01.01.2009;3;296;104;1;1684,8;0,2;1347,84;33,696;NULL;1684,8;1347,84;303,264;18,0%
35FEA5EE-FA61-4AD6-AB5B-005038EE43DA;047CC47A-E805-42B4-B509-C738195D2C19;104384;489;12.29.2008;6;290;108;1;115;0,24;87,4;8,28;NULL;115;87,4;19,32;16,8%
61C56B45-E712-41F7-AADA-00503F2E4CE5;D51EE66B-5A96-4B25-8CDB-161A1CC7A807;82649;373;04.16.2008;3;283;102;1;1402;0,16;1177,68;22,432;NULL;1402;1177,68;201,888;14,4%
A8C9975E-B18D-4C97-9237-00508AA8ED4E;E3CE586D-75DC-432E-BC2F-F8984FC85A3B;278031;374;03.13.2008;5;282;101;1;1380;0,18;1131,6;74,52;NULL;1380;1131,6;173,88;12,6%
3DDC71AB-2D07-427F-8739-0050A071CE53;A7955815-CF07-4348-A52B-69099C2A943D;400914;457;04.22.2010;5;283;107;1;112,4142;0,54;51,710532;18,2111004;NULL;112,4142;51,710532;42,4925676;37,8%
AA117AEC-209B-4DC7-8A13-0050E05C3474;B9101FCF-6AE2-4BF5-81D6-0422859E990E;400645;407;10.13.2009;1;287;101;1;268,83;0,34;177,4278;9,14022;NULL;268,83;177,4278;82,26198;30,6%
A157D6CF-165B-477E-86E5-00513088C41E;2A3E0457-066B-4965-8CBF-6901959DDE83;401017;544;04.22.2009;2;281;104;1;156,56;0,25;117,42;7,828;NULL;156,56;117,42;31,312;20,0%
E0FE619C-D5C6-4C63-82E5-00513254E681;8204E4AC-05FF-4479-B8BC-D4A4EF588D14;400518;593;06.18.2010;7;284;100;1;1996,14;0,35;1297,491;284,5947;1;1996,14;1297,491;414,0543;20,7%
05503AA2-BED4-4593-923C-00514246B012;A993230D-8ADE-4DC0-A9A4-F402D991F3B0;147750;328;09.02.2009;4;287;108;1;1814,97;0,32;1234,1796;116,15808;NULL;1814,97;1234,1796;464,63232;25,6%
49869150-423B-4D88-B6C9-00519A14CDE0;BCDACA97-47D3-4F43-B038-7981EA4751FF;400421;228;06.17.2008;15;293;109;1;29;0,58;12,18;5,046;NULL;29;12,18;11,774;40,6%
67715621-BFDA-4C5D-A354-0051BEC32081;19EF7F2F-58E8-483F-937E-732D50D7B7B9;43337;339;04.12.2009;11;295;109;1;1849,12;0,2;1479,296;148,9648;1;1849,12;1479,296;220,8592;11,9%
85316CE0-03C2-446E-AAC6-0051D41252F5;E205C479-8815-4337-B967-331363EC84BA;72268;460;10.03.2010;4;290;101;1;102,01;0,32;69,3668;18,26432;1;102,01;69,3668;14,37888;14,1%
00AC8264-57E4-4BD0-B7A8-0051D935C12F;12305786-4C5D-47CF-8F33-24C14A6F1E33;222327;345;07.19.2009;7;289;103;1;1836;0,33;1230,12;121,176;NULL;1836;1230,12;484,704;26,4%
85DD7023-1510-4972-B41F-0051ECD38D49;E234B80A-E9C3-47B9-BC95-CB77725D7439;272078;305;04.22.2009;12;291;101;1;63,24;0,36;40,4736;21,82992;1;63,24;40,4736;0,93648;1,5%
B01E136B-AF86-40B3-9077-0051FBCECB0C;508B9C5D-E79D-494A-84F4-1822254A9FA3;242476;237;04.13.2009;4;294;102;1;93,93;0,55;42,2685;10,3323;NULL;93,93;42,2685;41,3292;44,0%
46DCF707-0CBC-4A91-B7D4-00520F65E418;4DC38FAD-CFFF-4277-B14E-C5E17F743FE6;131122;560;09.01.2010;14;281;110;6;5035,6176;0,25;3776,7132;377,67132;NULL;30213,7056;22660,2792;7175,75508;23,8%
C1CB1697-3DB3-4084-BA3C-00527B8B8C41;68469EFC-8ABB-4E28-8B6D-9C8256B26331;28919;585;10.01.2009;16;287;103;1;4247,72;0,34;2803,4952;144,42248;NULL;4247,72;2803,4952;1299,80232;30,6%
62B49C56-B052-4405-8DC6-0052CE0EFAC6;7AF57A0F-8964-43D3-B161-54D3DF9365DB;250681;486;08.20.2010;3;292;109;1;34,2784;0,304;23,8577664;3,12619008;NULL;34,2784;23,8577664;7,29444352;21,3%
92C5EB1E-838F-4580-BD1E-0052DE922217;66A2408D-F7A2-41C5-A4E8-52D6C38EE492;128201;588;04.25.2010;6;294;101;1;1891,08;0,25;1418,31;197,277;2;1891,08;1418,31;275,493;14,6%
33DA71F6-8146-4FD3-9A89-0052EA989730;4DEF0F0B-8FAA-499C-9182-2E80BFF885C8;273304;467;10.09.2010;14;284;107;1;27,8512;0,34;18,381792;1,8938816;NULL;27,8512;18,381792;7,5755264;27,2%
8631E395-87AB-4569-82EA-0052F9C42D8E;126EAD6E-1AA0-4C0E-A50F-1FCDF1019055;186815;379;04.04.2009;10;288;104;1;1281,69;0,27;935,6337;34,60563;NULL;1281,69;935,6337;311,45067;24,3%
F1A86DA9-A8C9-4837-9594-00530026F3A6;6E731128-96BE-40B1-9B1F-C7C1865DE0A2;9240;421;03.04.2009;13;291;110;1;115,26;0,16;96,8184;1,84416;NULL;115,26;96,8184;16,59744;14,4%
9D2CD1F1-517D-4EA8-A614-00534CC5CD4A;E5B3472C-CB65-4BAD-89E6-CEFC2B581D13;69329;293;04.21.2009;6;284;102;1;272,48;0,22;212,5344;11,98912;NULL;272,48;212,5344;47,95648;17,6%
E4E3E59B-DA81-4E8F-A388-0053A28F0CF5;5B79A929-970A-4038-873F-0BBE49A65463;276627;565;11.04.2008;11;294;106;1;2756;0,23;2122,12;138,388;1;2756;2122,12;495,492;18,0%
96FFA96A-5C2A-4FA6-8403-0053E5BEF558;9DB1B257-4315-472A-804C-F733B673F894;104102;558;01.10.2009;15;295;108;4;325,0418815;1;222,5195422;22,79512454;0;1300,167526;890,0781687;387,2942326;29,8%
A9C8C996-1DB2-47FD-B70B-0053E9E19C74;2A22C471-3BEB-4B19-A1FA-E9679A65C9D4;131609;350;03.31.2010;5;289;103;1;1664,48;0,34;1098,5568;169,77696;NULL;1664,48;1098,5568;396,14624;23,8%
6DED7CC1-30A6-4829-A144-00541E75DEDE;CB0C6FC7-945C-4E28-8FE6-6AA0F5640188;178791;568;06.06.2009;14;282;103;4;5079,36;0,28;3657,1392;426,66624;NULL;20317,44;14628,5568;5262,21696;25,9%
EB23EB8E-4D41-4B41-BE28-005425217DA3;95C18C74-B42F-41CD-954F-FEF5774004EA;400932;212;05.07.2009;12;292;101;1;16,32;0,28;11,7504;1,37088;NULL;16,32;11,7504;3,19872;19,6%
FC9006FA-87EC-40EA-98FD-005435651F3A;9DB85AF6-3B6F-4DC8-BA08-BFF82D4040E1;400979;328;10.27.2009;16;293;102;1;1814,97;0,32;1234,1796;58,07904;NULL;1814,97;1234,1796;522,71136;28,8%
9CA99773-755E-450C-938B-00543F74ADFF;FD43F2BF-210B-4908-8809-50C4CF31CBD3;160364;422;11.26.2010;9;282;110;1;101,764;0,39;62,07604;7,937592;NULL;101,764;62,07604;31,750368;31,2%
639E315F-3A97-4737-B1ED-005441A0A958;A1C666C1-38F6-4F59-966C-A80DF23DAC03;10947;380;08.29.2010;5;285;103;1;1890,668;0,15;1607,0678;56,72004;NULL;1890,668;1607,0678;226,88016;12,0%
87A8B106-108D-4BB9-AC6C-005498BE37F8;9CA41F39-2635-4C1F-B4E8-5CFB89363407;5556;345;09.15.2010;2;296;105;1;1854,36;0,172;1535,41008;95,684976;NULL;1854,36;1535,41008;223,264944;12,0%
EFAE0FCA-0359-4227-B53B-0054E552C3D5;21C7B33E-05F9-4439-82B9-962FB7DE2BE7;102259;509;03.29.2009;16;294;102;4;136,7534726;1;77,44126531;14,44617273;0;547,0138903;309,7650612;222,8026564;40,7%
D5F4BCDF-F71B-4494-841B-0054F0F70815;3B8288C4-9CFC-4286-8A98-0A2F6DA7B689;280792;466;10.13.2009;16;288;105;1;53,04;0,4;31,824;6,3648;NULL;53,04;31,824;14,8512;28,0%
516D1DA0-B6EE-4093-90B5-00557339D70E;90D762AC-B64B-4DDE-8A67-89CAE5FF7067;176170;289;12.24.2009;7;282;108;1;293,55;0,2;234,84;0;NULL;293,55;234,84;58,71;20,0%
CFDC04F7-8ECE-4B19-8F52-00558EF15C9F;F665D130-4F3C-41C6-BEE5-7888AB2A73C5;274903;279;04.08.2009;15;289;108;1;216,32;0,22;168,7296;9,51808;NULL;216,32;168,7296;38,07232;17,6%
2254BF1F-F0BF-4307-B128-0055EB2CEBAC;85DA1A58-0DEC-4921-9FE5-76789256B8B8;150528;597;03.15.2010;10;286;107;1;1996,14;0,17;1656,7962;101,80314;NULL;1996,14;1656,7962;237,54066;11,9%
FED8696E-0297-4204-9387-0055F341492C;BE1CB61A-CB15-4325-BC70-344B04B73447;61789;306;06.03.2009;1;287;102;1;124,23;0,45;68,3265;16,77105;NULL;124,23;68,3265;39,13245;31,5%
E3C91366-9102-4941-B0DE-0056124B4834;E28A9090-EE7B-4128-84D3-C9E23E5C0884;8292;570;09.15.2008;4;282;107;8;2278;0,22;1776,84;100,232;NULL;18224;14214,72;3909,048;21,5%
DCF9781F-6F86-49FC-BCD3-00564583D066;3F792A25-AA1C-4BEE-95A4-CA8DDC6E7211;400090;598;08.25.2008;10;285;110;1;1500;0,35;975;157,5;NULL;1500;975;367,5;24,5%
A68FD2F0-9F78-4D9A-8666-00564E054DBA;5248E83A-E4C8-4204-8ADF-E4613FC2458F;298293;506;09.19.2010;10;284;110;1;206,04;0,37;129,8052;15,24696;NULL;206,04;129,8052;60,98784;29,6%
05B28576-1B41-4406-9272-005654CFCFA3;9AD3866A-18D4-4678-BF80-9DBCB5D2BF8F;188639;457;06.11.2010;6;283;105;1;112,4142;0,54;51,710532;18,2111004;NULL;112,4142;51,710532;42,4925676;37,8%
CC15F358-7951-41E9-9B43-00565D935AC0;64AB7DB7-071C-43AA-8880-5489AE605D8C;294776;399;12.21.2009;4;282;104;1;175,1;0,39;106,811;6,8289;NULL;175,1;106,811;61,4601;35,1%
CC1D7371-9B1A-4A1A-8120-00568BBBA6E6;747204F2-1C95-483D-A4A0-E5BE555CB6C9;246918;438;03.31.2010;14;293;102;1;70,0536;0,39;42,732696;2,7320904;NULL;70,0536;42,732696;24,5888136;35,1%
88D1B5A3-2732-400F-B47F-0056CBEF765E;D03A17B5-FC3C-4A28-A3B8-48721772EBD3;242311;373;03.21.2008;7;291;100;1;1402;0,16;1177,68;44,864;NULL;1402;1177,68;179,456;12,8%
866659EA-1D3D-4533-9386-0057424D9A64;1A875365-1AC0-48F3-BF77-F06D7BB1D5BC;307695;261;12.10.2010;7;294;104;1;89,4658;0,4;53,67948;3,578632;NULL;89,4658;53,67948;32,207688;36,0%
A1E7E5CC-DF77-4D23-8CF9-00575457E4BC;2FBEED17-A673-424F-A332-459BBFF503B4;144281;389;10.12.2008;9;289;109;1;1308;0,19;1059,48;24,852;NULL;1308;1059,48;223,668;17,1%
C16C776B-C683-4DF2-BF29-00575B613FDA;4AFAE18E-241A-487E-86B0-51A312EEE67E;400382;320;12.13.2010;2;289;109;1;1785,1548;0,29;1267,459908;178,5389784;1;1785,1548;1267,459908;339,1559136;19,0%
0F2B36E1-77D7-4A47-B77E-00579CC44F9F;CEDE533B-64DA-4EB8-A8E0-D3939305021B;46993;457;06.05.2009;3;288;109;1;109,14;0,18;89,4948;3,92904;NULL;109,14;89,4948;15,71616;14,4%
CC884A47-8DDD-4ECF-AE6F-0057AC2F99BB;5FE2702F-4E13-4602-BF64-9261AC5F7B4F;400872;242;04.11.2009;7;286;102;1;154,96;0,17;128,6168;5,26864;NULL;154,96;128,6168;21,07456;13,6%
F0818AFC-A20B-4F79-8CAD-0057B029A300;3B6D9FEC-BE0C-4ABD-ADB2-33E5CDC58BB7;207546;526;09.05.2009;2;290;104;1;57,2;0,3;40,04;1,716;NULL;57,2;40,04;15,444;27,0%
B09FFBF2-4E17-4880-B72F-0057FDF1A462;8E768E90-D3A4-43D7-8DBC-B88DFBEA9ADB;208502;453;09.23.2010;3;283;102;1;36,771;0,64;13,23756;17,353344;1;36,771;13,23756;6,180096;16,8%
DFB84191-74F7-4556-8E6B-005816A72C84;29B9355A-48EC-413C-B93B-885FA37F10AB;264451;247;09.12.2009;3;281;105;1;242,76;0,2;194,208;14,5656;NULL;242,76;194,208;33,9864;14,0%
D848EF4C-3B21-4E3D-B280-00584BD57CB4;F15D6493-FCCE-47DA-90DF-547301FA87F7;200447;450;11.02.2008;14;286;109;1;46;0,46;24,84;21,348;1;46;24,84;-0,188;-0,4%
7FD9CBB1-459E-403F-AC50-005852BAFEA3;645A780F-F368-4D84-B5DD-658331CABBD6;52368;273;11.20.2010;8;293;110;1;250,3724;-0,26;315,469224;-13,0193648;NULL;250,3724;315,469224;-52,0774592;-20,8%
D9BF6136-3AAB-4557-BA79-00585E1F03D9;BE86F19E-EFA6-428E-A779-F0CF10BE829F;12642;216;03.25.2010;6;285;104;3;33,06505309;1;19,77145093;4,807620187;0;99,19515927;59,31435278;35,07318631;35,4%
27A9EDEC-03DE-48B2-8CA4-00587998D61F;1A374986-035F-4707-A64F-7BACF7D0F136;348910;347;06.05.2009;16;286;109;1;1872;0,26;1385,28;146,016;NULL;1872;1385,28;340,704;18,2%
755DBE55-5D6F-4965-BAEE-00588C094C98;36B63259-84C5-4FF8-9C1C-D3170AD3765E;105649;375;01.24.2010;7;289;101;1;1513,7616;0,21;1195,871664;63,5779872;NULL;1513,7616;1195,871664;254,3119488;16,8%
F47752B6-E981-4C09-8794-0058CF5BC982;BEC19114-FB5D-4B13-924B-0F62059B354D;127345;509;09.14.2010;9;282;106;2;136,7534726;1;77,44126531;14,44617273;0;273,5069452;154,8825306;104,1782418;38,1%
3E50B139-8E96-47BB-9878-0058F9BF328D;B9988C14-3B04-4098-9B88-A3486245C97C;235743;547;04.07.2009;3;296;104;1;266,77;0,44;149,3912;23,47576;NULL;266,77;149,3912;93,90304;35,2%
D382BEB5-FFD9-4770-82F4-00599EF8F51C;AD297202-D015-4C8E-8A0A-D6360565A065;338091;297;02.02.2010;11;289;103;1;220,5436;0,4;132,32616;17,643488;NULL;220,5436;132,32616;70,573952;32,0%
7294244E-B40B-465F-B78C-0059CE8B2CE2;516666F1-BC23-4398-B228-CF0DBBD75BDE;40585;407;09.30.2010;6;293;107;1;271,5183;0,388;166,1691996;31,60473012;NULL;271,5183;166,1691996;73,74437028;27,2%
748FE46B-8237-4E2E-AF2E-005A1925660F;6772A80E-D46E-4B32-A3CA-E9F3728FDA92;112439;239;01.11.2008;7;289;109;2;68,64514631;1;52,1578413;5,819349323;0;137,2902926;104,3156826;27,15526071;19,8%
0174E980-91BA-4604-943E-005A3EAED4D6;2954CB19-B5A8-4572-9AE5-F7E1A51EAEA3;325089;444;10.05.2010;8;293;101;1;363,1368;-0,296;470,6252928;-21,49769856;NULL;363,1368;470,6252928;-85,99079424;-23,7%
C1FCC68E-0CC9-4B50-92D3-005A55E527EA;E77FB6DB-0291-4452-91E9-26DDF9DD25B3;158597;233;09.15.2008;12;281;109;1;55;0,42;31,9;17,31;1;55;31,9;5,79;10,5%
8121572E-B23E-4EBA-8385-005A56A29A4B;10591332-833C-46F8-A3BD-9C5D4E24919B;291841;379;05.17.2009;14;283;105;1;1281,69;0,27;935,6337;103,81689;NULL;1281,69;935,6337;242,23941;18,9%
AA1780F5-BB0A-4482-BBB5-005A61A8E6BC;F86A482B-2197-4BF3-A811-BA5C2733DEE0;60188;492;10.22.2009;16;295;106;1;288,86;0,36;184,8704;31,19688;NULL;288,86;184,8704;72,79272;25,2%
AAB181D2-C206-4AC7-AB96-005AFFF37AB4;ED56E8D3-4064-4A3D-AC1F-A6EE0BF9F4EA;212227;474;10.12.2008;4;290;101;1;41;0,21;32,39;15,861;1;41;32,39;-7,251;-17,7%
6EC0C267-2CC3-4616-A751-005B29E1A459;1EB24472-2C0E-4724-A8A5-10AA61682C53;49005;274;06.13.2010;2;292;105;1;175,134;0,33;117,33978;11,558844;NULL;175,134;117,33978;46,235376;26,4%
654871FE-DF0D-4A6D-B91C-005BECB2809D;6979E357-9E25-4058-94A3-49286B840335;162592;314;08.28.2008;12;285;103;1;1588;0,2;1270,4;95,28;NULL;1588;1270,4;222,32;14,0%
3BDAB1AB-7C62-46FC-A0FF-005C371317AD;058C0463-DBBF-4226-A3CE-3787C8D4CF9B;237869;317;07.09.2008;11;291;104;1;1235;0,29;876,85;35,815;NULL;1235;876,85;322,335;26,1%
CC75E3D2-22FE-41D0-ABAA-005C3F268A5C;00F11FCE-0383-45B1-A6FD-DD92DC3B4D6F;297279;362;03.10.2008;16;283;109;1;1800;0,27;1314;145,8;NULL;1800;1314;340,2;18,9%
7F99F227-96AC-480C-90F6-005C50F7F9D7;D6F0A0F3-386E-48CB-B7F4-88C46EB5CBFB;8365;417;05.20.2010;15;294;101;1;311,0796;0,16;261,306864;9,9545472;NULL;311,0796;261,306864;39,8181888;12,8%
548773C3-79A0-4BAC-9C58-005CA63F58CB;F15CBAF8-358E-4C14-8C53-3340A6001B81;137949;436;11.27.2009;15;295;110;1;324,21;0,48;168,5892;46,68624;NULL;324,21;168,5892;108,93456;33,6%
1FCD1455-486D-4696-8141-005CAA491903;E9FC760F-74DE-436E-B996-F6896F2F2FBD;29189;292;05.03.2010;11;282;102;1;104,03;0,38;64,4986;41,85942;2;104,03;64,4986;-2,32802;-2,2%
E6721E0F-EB14-4764-9086-005CAF14914E;95329169-6090-4550-8CCC-E21AC5E51D25;105270;396;05.05.2009;12;290;102;2;320,4163528;1;206,6686845;26,07398468;0;640,8327056;413,3373689;201,421352;31,4%
362FC5CE-59AE-4B5F-A42B-005CD3CF2007;D5D8387B-F7A8-4903-9563-ED818E586644;240544;389;12.10.2010;8;295;110;1;1360,7124;0,196;1641,019154;-84,09202632;NULL;1360,7124;1641,019154;-196,2147281;-14,4%
A27567EB-09C4-4FFA-BAB3-005D0AA77265;ECD23F27-669E-4290-8D72-8A29FBAB2C54;335719;368;06.05.2010;1;286;101;1;1690,4875;0,3;1183,34125;50,714625;NULL;1690,4875;1183,34125;456,431625;27,0%
A5830B3A-5E90-47F1-B36B-005D43A5908A;DB582DAB-F498-471D-B256-7CEBD558D926;101659;316;04.19.2009;8;292;100;3;1444,203213;1;1146,58555;70,71603378;0;4332,609638;3439,756649;822,1369554;19,0%
0E653337-1530-42F3-B291-005D4A278254;9023924D-2FFF-4B86-AA75-A67D501B98B3;72813;552;08.26.2010;10;294;110;1;201,9192;-0,008;203,5345536;-0,16153536;NULL;201,9192;203,5345536;-1,45381824;-0,7%
FFB01D23-2596-4D1B-9818-005D5D12666B;7EFC15A9-87E9-454F-B7C9-CCAB1C5F6F10;304478;456;10.31.2008;9;286;101;1;97;0,42;56,26;27,222;1;97;56,26;13,518;13,9%
22C8443B-02A2-4D80-AB22-005D9284BB17;694A69B0-A4C4-43D0-A803-039B41282522;84344;478;06.12.2010;11;287;108;1;62,418;0,3;43,6926;3,74508;NULL;62,418;43,6926;14,98032;24,0%
D2EE35CF-9DD2-4649-A97E-005DB45B2BE5;206E4172-9FF3-4FD0-97F9-A84E3A46A7C8;347035;405;12.05.2010;5;294;110;1;179,6526;0,184;146,5965216;9,91682352;NULL;179,6526;146,5965216;23,13925488;12,9%
B52222A4-876F-466A-B0FD-005DB6681886;3F06C3DC-02C1-402E-AB8C-BC937A23F304;322396;390;11.28.2010;12;286;101;1;1297,244;0,23;998,87788;164,509836;1;1297,244;998,87788;133,856284;10,3%
85F2DD05-49FD-4765-A649-005E3B15B17F;34F84393-FDB2-4582-A1E9-717832E4723C;400617;414;04.26.2009;15;294;110;1;218,16;0,16;183,2544;10,47168;NULL;218,16;183,2544;24,43392;11,2%
32145524-B9D2-4FE7-BD57-005E53CB881B;2B722D1E-6976-48E6-8818-C7DDCB55A9F1;321176;569;08.03.2009;2;289;105;7;2487,45;0,25;1865,5875;62,18625;NULL;17412,15;13059,1125;4290,85125;24,6%
9C4FFB59-A15E-495B-8E56-005EB37C05F7;F9E866CF-E3D1-4D25-BEA3-2A89EC34D612;226104;509;09.28.2009;10;287;106;1;135,34;0,43;77,1438;11,63924;NULL;135,34;77,1438;46,55696;34,4%
8D84ED58-8E6D-4316-86F6-005EF5F932E5;8589E897-BEFC-492C-83F4-7E4865D4ACC6;222655;237;02.03.2008;12;290;106;1;93;0,55;41,85;5,115;NULL;93;41,85;46,035;49,5%
B19682C4-4981-4798-AB6A-005EFB90B775;97CD0BC2-E634-42CE-A3CF-92CD633FB98F;140867;599;03.31.2009;13;287;101;1;2060;0,23;1586,2;142,14;NULL;2060;1586,2;331,66;16,1%
AFF02D62-FD54-4539-8888-005F08627D25;CA8AD9F1-BBF2-4822-85A0-095102853C03;400427;245;02.18.2009;15;292;102;1;275,4;0,41;162,486;33,8742;NULL;275,4;162,486;79,0398;28,7%
F39184F0-A209-476C-A906-005F285D55C7;BAFFA67C-4E88-4826-A673-9D269516085C;101235;521;11.03.2010;3;294;100;1;353,3586;0,088;322,2630432;3,10955568;NULL;353,3586;322,2630432;27,98600112;7,9%
55220B02-9B64-4759-BD8A-005F4A8220BC;ADB7AC3E-0902-4419-A282-17F42FEDF71F;242227;447;09.11.2008;6;283;108;1;19;0,36;12,16;16,368;1;19;12,16;-9,528;-50,1%
9960929D-F3B0-436D-A224-005F55010693;B4F713F5-CB91-43F2-88AD-5C2A97710E32;400392;231;09.26.2010;14;285;106;1;91,4022;0,65;31,99077;11,882286;NULL;91,4022;31,99077;47,529144;52,0%
6F73440A-808E-4DE3-A82D-005F5E010EE4;6122C05F-0C58-45E7-BEA7-2535672951AC;226596;576;10.02.2009;11;289;107;1;4057,17;0,3;2840,019;365,1453;NULL;4057,17;2840,019;852,0057;21,0%
CB44B2EF-056E-415F-89C5-005F5F59DEB6;2E1CA820-7553-4B8F-ABA1-AE76465E4BFD;77219;448;11.14.2008;3;282;110;1;80;0,26;59,2;6,24;NULL;80;59,2;14,56;18,2%
6AF95995-01D0-4D7C-8ACB-005F76AC2102;55762FE3-1AC8-42DC-9F22-A1397C3FC250;337063;573;11.21.2010;15;286;109;5;3944,6358;0,19;3195,154998;149,8961604;NULL;19723,179;15975,77499;3597,50785;18,2%
A4F0ED48-6331-456E-920F-005FB56FC9BA;91357324-CED6-42B9-BA6D-473D7E6732EA;121632;462;08.18.2009;10;294;104;1;61,8;0,45;33,99;2,781;NULL;61,8;33,99;25,029;40,5%
AEAD82A5-BB96-46A6-A517-005FE9B2DBC0;D6672EED-F01A-40CB-9629-82A2EAF43FD2;12110;603;06.07.2009;10;290;109;1;63,24;0,49;32,2524;9,29628;NULL;63,24;32,2524;21,69132;34,3%
CA67C23A-6D97-4ADC-A5DA-006033199624;0419861C-6702-4DF0-91CE-9DB7766F8B90;58040;329;04.25.2008;11;294;110;1;1583;0,29;1123,93;91,814;NULL;1583;1123,93;367,256;23,2%
BBB29449-59F5-4F8F-A78B-00603FC172BE;D3D6C2F5-9E75-49B0-B634-EFC09DD44627;183897;559;10.14.2010;13;296;100;1;100,9091;0,148;85,9745532;1,49345468;NULL;100,9091;85,9745532;13,44109212;13,3%
0805A704-081D-4297-8485-006085979901;0CC30F93-E76E-4623-976C-9B5E03CD05FC;156107;512;03.02.2009;1;281;106;1;93,73;0,42;54,3634;18,93666;1;93,73;54,3634;20,42994;21,8%
4EF3687F-0D9E-4D08-8313-006093D2FA0D;29F0694E-930D-425A-9220-D8EDBB3F8150;85478;343;04.16.2010;15;282;103;1;1779,7164;0,24;1352,584464;128,1395808;NULL;1779,7164;1352,584464;298,9923552;16,8%
AF74B3A5-E60A-4F82-957E-0060BD7148E6;E7F50091-4025-4D3E-B09B-9EA5FAA41E10;204286;424;03.31.2009;2;290;108;1;187,2;0,42;108,576;15,7248;NULL;187,2;108,576;62,8992;33,6%
49A7F547-08A8-4BE2-B5BF-0060C429A49F;3B178D2D-E887-43E9-B101-FFE8451365A0;149284;516;12.11.2009;9;288;110;1;179,92;0,4;107,952;14,3936;NULL;179,92;107,952;57,5744;32,0%
ACF52788-A6C3-4B44-B9E2-006125F3A623;2EB2B3E7-DD1D-4977-8D57-3ABB27D22CA4;1180;525;04.24.2010;3;282;103;1;134,4512;0,35;87,39328;14,117376;NULL;134,4512;87,39328;32,940544;24,5%
1FD0C153-4FEE-4C01-8AAA-00614B12CAB6;77E64C5E-7FD1-4AAC-A47F-046BA28909EF;15938;481;01.06.2010;1;282;109;1;103,9682;0,36;66,539648;3,7428552;NULL;103,9682;66,539648;33,6856968;32,4%
181C7A7D-CD7E-4CBF-A5DA-006159A17424;44E129C2-C61E-483C-B664-D8C122AE6683;12240;259;08.05.2009;8;289;110;1;176,7262479;1;113,1168144;15,77524633;0;176,7262479;113,1168144;47,83418723;27,1%
68E2E9DC-9317-4AE9-9997-00619379A9BA;F95F8BE8-C99E-4121-AFF8-012F23553765;400231;539;06.09.2009;10;290;100;1;71,07;0,42;41,2206;2,98494;NULL;71,07;41,2206;26,86446;37,8%
139AEBD9-D456-450F-AB14-0061B0DA4BBE;B9627719-9D8D-4FF7-ACBD-87E6FBC067E9;203475;245;06.12.2010;2;292;104;1;280,908;0,37;176,97204;10,393596;NULL;280,908;176,97204;93,542364;33,3%
52838243-96B2-4AFC-B2CC-0061C8A2D12C;42C8AEAD-4E3C-4FD0-8DE2-367B34A3FFE5;285512;461;07.26.2009;2;291;101;1;20,42374722;1;13,61475547;3,540186622;0;20,42374722;13,61475547;3,268805132;16,0%
408DAA76-3A8C-4754-96DE-0061F02D6644;0AFA9EA9-73B9-4282-904A-5987D3DB1450;111477;215;08.18.2009;12;283;106;1;79,56;0,43;45,3492;6,84216;NULL;79,56;45,3492;27,36864;34,4%
785A5C07-9508-42BA-9A94-00624AE175CD;37E32A0E-8394-4546-BCF7-E6181590D7C1;312550;330;11.19.2008;12;289;100;1;1402;0,22;1093,56;61,688;NULL;1402;1093,56;246,752;17,6%
F2B6EAF6-3550-482C-9AC5-00625FC8D5B0;2E542413-DDDD-493A-9921-7E831C893DC7;183517;276;01.12.2009;13;281;110;1;335,92;0,49;171,3192;32,92016;NULL;335,92;171,3192;131,68064;39,2%
