customerKey,dateKey,salesPersonKey,Quantity,Price,Margin,Cost,OverHead,returns,Sales,Expenses,net profit,net margin,City,State,Country,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Age,Purchased Bike,Product,Product Sub Category,Product Category,Color,Size,Weight,Class,Style,Promotion,Promotion Category,Promotion Type,Manufacturer,Manufacturer Grouping,Market
2291,2010-02-05,285,1,1928.16,0.18,1581.0912,34.70688,0.0,1928.16,1581.0912,312.36192,16.2,Santa Monica,California,United States,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,58,Yes,Mountain-400-W,Mountain Bikes,Bikes,Silver,42,27.13,M ,W ,Volume Discount 15 to 24,Reseller,Volume Discount,Princess,New Comers,Growing
252861,2009-10-01,284,1,2060.0,0.2,1648.0,123.6,0.0,2060.0,1648.0,288.4,14.0,Raleigh,North Carolina,United States,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,27,Yes,Mountain-300,Mountain Bikes,Bikes,Black,44,26.13,M ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Nuke,Incumbents,Growing
285117,2009-01-09,292,1,85.68,0.46,46.2672,7.88256,0.0,85.68,46.2672,31.53024,36.8,San Diego,California,United States,Married,Female,120000,3,Bachelors,Management,No,2,10+ Miles,52,Yes,LL Road Frame,Road Frames,Components,Red,44,2.32,L ,U ,Volume Discount over 60,Reseller,Volume Discount,Ribuck,New Comers,Stable
18517,2009-01-23,293,1,1768.0,0.28,1272.96,124.504,1.0,1768.0,1272.96,370.536,21.0,West Wendover,Nevada,United States,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,30,No,Mountain-300,Mountain Bikes,Bikes,Black,38,25.35,M ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Nuke,Incumbents,Growing
159755,2010-04-04,286,1,1872.54,0.23,1441.8558,204.20526,1.0,1872.54,1441.8558,226.47894,12.1,Brookfield,Connecticut,United States,Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,50,Yes,Mountain-500,Mountain Bikes,Bikes,Black,40,27.35,L ,U ,No Discount,No Discount,No Discount,Acme,New Comers,Stable
87710,2010-08-01,282,1,1632.867,0.18,1338.95094,104.391606,1.0,1632.867,1338.95094,189.524454,11.6,Salt Lake City,Utah,United States,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,37,Yes,Road-650,Road Bikes,Bikes,Red,60,19.9,L ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Old Balance,Incumbents,Shrinking
197063,2008-04-02,284,1,62.0,0.39,37.82,7.254,0.0,62.0,37.82,16.926,27.3,Shreveport,Louisiana,United States,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,31,No,Short-Sleeve Classic Jersey,Jerseys,Clothing,Yellow,L,0.0,N,U ,No Discount,No Discount,No Discount,Slicenger,New Comers,Stable
400341,2010-07-16,293,1,82.1916,0.56,36.164304,13.8081888,0.0,82.1916,36.164304,32.2191072,39.2,Orly,Val de Marne,France,Married,Female,30000,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,46,No,Mountain Bike Socks,Socks,Clothing,White,L,0.0,N,U ,Mountain Tire Sale,Customer,Excess Inventory,Poomah,New Comers,Growing
246596,2008-06-04,291,1,1700.0,0.35,1105.0,59.5,0.0,1700.0,1105.0,535.5,31.5,Gainesville,Florida,United States,Single,Male,40000,0,Bachelors,Professional,No,0,0-1 Miles,39,Yes,Mountain-100,Mountain Bikes,Bikes,Silver,44,21.13,H ,U ,Volume Discount over 60,Reseller,Volume Discount,Nuke,Incumbents,Growing
31519,2010-08-29,289,1,62.8422,0.53,29.535834,36.6612732,2.0,62.8422,29.535834,-3.3549072,-5.3,Des Moines,Iowa,United States,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,39,No,Half-Finger Gloves,Gloves,Clothing,Black,M,0.0,N,U ,No Discount,No Discount,No Discount,Acme,New Comers,Stable
272331,2010-09-09,296,1,30.4674,0.364,19.3772664,2.21802672,0.0,30.4674,19.3772664,8.87210688,29.1,Providence,Rhode Island,United States,Married,Male,30000,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,46,Yes,Men's Sports Shorts,Shorts,Clothing,Black,XL,0.0,N,M ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Princess,New Comers,Growing
278336,2008-12-17,293,1,74.0,0.41,43.66,9.102,0.0,74.0,43.66,21.238,28.7,Van Nuys,California,United States,Single,Female,60000,3,Graduate Degree,Management,Yes,2,5-10 Miles,53,Yes,HL Road Tire,Tires and Tubes,Accessories,Unknown,0,0.0,H ,U,Mountain Tire Sale,Customer,Excess Inventory,Over Armour,New Comers,Shrinking
295136,2008-01-06,291,1,118.0,0.37,74.34,8.732,0.0,118.0,74.34,34.928,29.6,Morristown,New Jersey,United States,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,33,Yes,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,S,0.0,N,U ,Touring-3000 Promotion,Reseller,New Product,Princess,New Comers,Growing
203782,2009-12-29,287,1,170.69,0.31,117.7761,15.87417,0.0,170.69,117.7761,37.03973,21.7,Canton,Ohio,United States,Married,Male,10000,2,Partial College,Manual,Yes,1,2-5 Miles,52,No,LL Mountain Handlebars,Handlebars,Components,Unknown,0,0.0,L ,U,LL Road Frame Sale,Reseller,Excess Inventory,Esics,Incumbents,Stable
187400,2008-03-29,290,1,1542.0,0.33,1033.14,152.658,0.0,1542.0,1033.14,356.202,23.1,Columbus,Ohio,United States,Single,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,43,Yes,Road-650,Road Bikes,Bikes,Black,58,19.79,L ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Poomah,New Comers,Growing
69212,2009-04-21,288,1,1872.0,0.26,1385.28,146.016,0.0,1872.0,1385.28,340.704,18.2,Akron,Pennsylvania,United States,Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,43,No,Mountain-100,Mountain Bikes,Bikes,Silver,48,21.42,H ,U ,Road-650 Overstock,Reseller,Excess Inventory,Old Balance,Incumbents,Shrinking
307274,2010-10-20,285,1,189.3346,0.4,113.60076,52.720152,2.0,189.3346,113.60076,23.013688,12.2,Chicago,Illinois,United States,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,32,No,HL Mountain Frame,Mountain Frames,Components,Silver,38,2.68,H ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Old Balance,Incumbents,Shrinking
186735,2010-08-25,282,1,69.7001,0.21,55.063079,4.3911063,0.0,69.7001,55.063079,10.2459147,14.7,Seattle,Washington,United States,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,38,Yes,HL Road Frame,Road Frames,Components,Red,62,2.3,H ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Princess,New Comers,Growing
63219,2008-07-22,288,1,56.0,0.4,33.6,6.72,0.0,56.0,33.6,15.68,28.0,San Jose,California,United States,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,39,Yes,Touring Tire Tube,Tires and Tubes,Accessories,Unknown,0,0.0,N,U,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Over Armour,New Comers,Shrinking
337480,2009-01-21,291,1,299.52,0.28,215.6544,8.38656,0.0,299.52,215.6544,75.47904,25.2,Bath,New York,United States,Single,Male,40000,2,Partial College,Clerical,No,1,0-1 Miles,34,No,HL Road Frame,Road Frames,Components,Black,44,2.12,H ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Esics,Incumbents,Stable
233498,2010-04-18,281,1,119.6345,0.49,61.013595,17.5862715,0.0,119.6345,61.013595,41.0346335,34.3,Denver,Colorado,United States,Single,Male,130000,0,Graduate Degree,Management,Yes,0,2-5 Miles,48,Yes,Short-Sleeve Classic Jersey,Jerseys,Clothing,Yellow,M,0.0,N,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Ribuck,New Comers,Stable
400198,2009-10-15,282,1,210.08,0.27,153.3584,11.34432,0.0,210.08,153.3584,45.37728,21.6,Cliffside,British Columbia,Canada,Married,Male,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,49,No,ML Mountain Rear Wheel,Wheels,Components,Black,0,0.0,M ,U,Volume Discount 41 to 60,Reseller,Volume Discount,Woolson,New Comers,Stable
161758,2008-06-21,283,1,1203.0,0.24,914.28,86.616,0.0,1203.0,914.28,202.104,16.8,New Port Richey,Florida,United States,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,43,Yes,Road-550-W,Road Bikes,Bikes,Yellow,42,18.13,M ,W ,Road-650 Overstock,Reseller,Excess Inventory,Princess,New Comers,Growing
400459,2009-04-18,281,1,88.58,0.28,63.7776,2.48024,0.0,88.58,63.7776,22.32216,25.2,Paris,Ville de Paris,France,Single,Female,30000,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,47,Yes,LL Road Frame,Road Frames,Components,Black,62,2.5,L ,U ,No Discount,No Discount,No Discount,Woolson,New Comers,Stable
18654,2010-06-09,288,4,1948.5128,0.27,1422.414344,52.6098456,0.0,7794.0512,5689.657376,2051.783978,26.3,Philadelphia,Pennsylvania,United States,Single,Male,80000,4,Partial College,Professional,No,2,2-5 Miles,54,Yes,Touring-2000,Touring Bikes,Bikes,Blue,46,27.13,M ,U ,Road-650 Overstock,Reseller,Excess Inventory,Poomah,New Comers,Growing
43110,2009-07-16,284,1,61.8,0.45,33.99,2.781,0.0,61.8,33.99,25.029,40.5,Madison,Wisconsin,United States,Married,Male,80000,3,Partial College,Professional,No,2,0-1 Miles,49,Yes,Half-Finger Gloves,Gloves,Clothing,Black,S,0.0,N,U ,Volume Discount over 60,Reseller,Volume Discount,Over Armour,New Comers,Shrinking
36220,2008-06-16,284,4,4884.0,0.3,3418.8,439.56,0.0,19536.0,13675.2,5421.24,27.8,Key West,Florida,United States,Married,Male,70000,2,Partial College,Professional,Yes,1,10+ Miles,59,No,Touring-3000,Touring Bikes,Bikes,Yellow,44,28.77,L ,U ,Touring-1000 Promotion,Reseller,New Product,Adihash,Incumbents,Stable
318593,2009-05-24,285,1,1464.66,0.2,1171.728,29.2932,0.0,1464.66,1171.728,263.6388,18.0,Sacramento,California,United States,Married,Male,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,38,Yes,Road-450,Road Bikes,Bikes,Red,48,17.13,M ,U ,Touring-3000 Promotion,Reseller,New Product,Acme,New Comers,Stable
400445,2010-06-27,293,1,58.3495,0.33,39.094165,3.851067,0.0,58.3495,39.094165,15.404268,26.4,Lavender Bay,New South Wales,Australia,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,40,No,Mountain Pump,Pumps,Accessories,Unknown,0,0.0,N,U,LL Road Frame Sale,Reseller,Excess Inventory,Slicenger,New Comers,Stable
190252,2009-06-28,290,1,85.49,0.25,64.1175,2.13725,0.0,85.49,64.1175,19.23525,22.5,Denver,Colorado,United States,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,43,No,HL Road Seat/Saddle,Saddles,Components,Unknown,0,0.0,H ,U,Road-650 Overstock,Reseller,Excess Inventory,Poomah,New Comers,Growing
267337,2009-11-18,286,1,298.96,0.32,203.2928,28.70016,0.0,298.96,203.2928,66.96704,22.4,Toledo,Ohio,United States,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,49,No,HL Mountain Frame,Mountain Frames,Components,Black,38,2.68,H ,U ,Mountain Tire Sale,Customer,Excess Inventory,Ribuck,New Comers,Stable
7245,2009-04-19,285,1,134.16,0.19,108.6696,5.09808,0.0,134.16,108.6696,20.39232,15.2,Clayton,New York,United States,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,40,No,HL Road Frame,Road Frames,Components,Red,56,2.24,H ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Acme,New Comers,Stable
41749,2009-06-06,290,1,1421.4,0.22,1108.692,31.2708,0.0,1421.4,1108.692,281.4372,19.8,Harvey,Louisiana,United States,Married,Female,70000,5,Partial College,Skilled Manual,No,3,5-10 Miles,46,No,Road-250,Road Bikes,Bikes,Black,44,14.77,H ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Princess,New Comers,Growing
400873,2010-11-01,291,1,70.3902,0.34,46.457532,22.1798004,1.0,70.3902,46.457532,1.7528676,2.5,Gold Coast,Queensland,Australia,Single,Male,40000,2,Partial College,Clerical,No,2,0-1 Miles,36,Yes,Headlights - Dual-Beam,Lights,Accessories,Unknown,0,0.0,N,U,Volume Discount over 60,Reseller,Volume Discount,Nuke,Incumbents,Growing
10622,2009-12-22,290,1,279.48,0.36,178.8672,20.12256,0.0,279.48,178.8672,80.49024,28.8,Warren,New Jersey,United States,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,42,No,ML Fork,Forks,Components,Unknown,0,0.0,M ,U,Half-Price Pedal Sale,Customer,Seasonal Discount,Nuke,Incumbents,Growing
292588,2010-02-13,285,1,242.097,0.15,205.78245,22.26291,1.0,242.097,205.78245,14.05164,5.8,San Francisco,California,United States,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,60,Yes,ML Road Frame-W,Road Frames,Components,Yellow,42,2.26,M ,W ,Touring-3000 Promotion,Reseller,New Product,Nuke,Incumbents,Growing
186001,2008-06-09,292,1,1625.0,0.29,1153.75,94.25,0.0,1625.0,1153.75,377.0,23.2,Saint Cloud,Minnesota,United States,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,47,Yes,Road-250,Road Bikes,Bikes,Red,44,14.77,H ,U ,Touring-3000 Promotion,Reseller,New Product,Old Balance,Incumbents,Shrinking
114541,2008-05-07,295,3,26.0,1.0,20.8,1.56,0.0,78.0,62.4,14.04,18.0,Alpena,Michigan,United States,Single,Male,40000,4,High School,Professional,Yes,2,10+ Miles,62,Yes,Nipple,Other,Accessories,Unknown,0,0.0,L,U,Volume Discount 25 to 40,Reseller,Volume Discount,Princess,New Comers,Growing
287109,2009-12-20,283,1,2961.510667,1.0,2346.377797,134.6542738,0.0,2961.510667,2346.377797,480.478596,16.2,Portland,Oregon,United States,Married,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,37,No,Touring-1000,Touring Bikes,Bikes,Yellow,50,25.42,H ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
12758,2008-05-02,282,1,10.0,0.45,5.5,0.9,0.0,10.0,5.5,3.6,36.0,Bethlehem,Pennsylvania,United States,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,42,Yes,Hitch Rack - 4-Bike,Bike Racks,Accessories,Unknown,0,0.0,N,U,Touring-3000 Promotion,Reseller,New Product,Slicenger,New Comers,Stable
223883,2009-04-07,284,1,323.34,0.45,177.837,29.1006,0.0,323.34,177.837,116.4024,36.0,Reno,Nevada,United States,Single,Male,40000,0,Bachelors,Professional,No,0,0-1 Miles,39,Yes,HL Mountain Handlebars,Handlebars,Components,Unknown,0,0.0,H ,U,Volume Discount 41 to 60,Reseller,Volume Discount,Acme,New Comers,Stable
73085,2010-01-02,294,1,4458.5424,0.28,3210.150528,374.5175616,0.0,4458.5424,3210.150528,873.8743104,19.6,Sylvania,Ohio,United States,Single,Female,60000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,47,Yes,Touring-1000,Touring Bikes,Bikes,Yellow,60,25.9,H ,U ,Road-650 Overstock,Reseller,Excess Inventory,Slicenger,New Comers,Stable
10083,2010-10-24,295,1,35.0,1.0,14.0,1.925,0.0,35.0,14.0,19.075,54.5,Roosevelt,Utah,United States,Married,Female,70000,4,Partial College,Professional,Yes,1,1-2 Miles,55,No,Lock Washer,Other,Accessories,Unknown,9,0.0,N,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Nuke,Incumbents,Growing
213685,2009-04-01,290,1,1322.88,0.24,1005.3888,95.24736,0.0,1322.88,1005.3888,222.24384,16.8,Dallas,Texas,United States,Married,Male,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,45,No,Road-650,Road Bikes,Bikes,Red,62,20.0,L ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Princess,New Comers,Growing
82641,2008-09-08,295,1,1500.0,0.18,1230.0,54.0,0.0,1500.0,1230.0,216.0,14.4,Deerfield,Illinois,United States,Married,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,26,Yes,Road-750,Road Bikes,Bikes,Black,52,20.42,L ,U ,Volume Discount 41 to 60,Reseller,Volume Discount,Over Armour,New Comers,Shrinking
400377,2009-06-26,294,1,109.14,0.23,84.0378,7.53066,0.0,109.14,84.0378,17.57154,16.1,Kassel,Hessen,Germany,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,35,Yes,HL Road Frame,Road Frames,Components,Black,48,2.16,H ,U ,No Discount,No Discount,No Discount,Esics,Incumbents,Stable
61581,2009-03-04,288,1,130.0,0.37,81.9,9.62,0.0,130.0,81.9,38.48,29.6,Waukegan,Illinois,United States,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,36,Yes,LL Road Frame,Road Frames,Components,Black,60,2.48,L ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Ribuck,New Comers,Stable
179735,2009-09-18,287,1,102.0,0.35,66.3,3.57,0.0,102.0,66.3,32.13,31.5,Albany,New York,United States,Single,Female,80000,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,52,Yes,LL Fork,Forks,Components,Unknown,0,0.0,L ,U,Volume Discount 11 to 14,Reseller,Volume Discount,Ribuck,New Comers,Stable
181343,2009-12-02,286,1,54.06,0.4,32.436,2.1624,0.0,54.06,32.436,19.4616,36.0,Lansdowne,Pennsylvania,United States,Married,Female,100000,4,Bachelors,Management,Yes,4,0-1 Miles,40,No,Patch Kit/8 Patches,Tires and Tubes,Accessories,Unknown,0,0.0,N,U,Volume Discount 11 to 14,Reseller,Volume Discount,Ribuck,New Comers,Stable
110965,2010-06-05,284,1,112.4142,0.27,82.062366,6.0703668,0.0,112.4142,82.062366,24.2814672,21.6,Waco,Texas,United States,Single,Female,90000,4,High School,Management,No,3,5-10 Miles,56,No,HL Road Frame,Road Frames,Components,Black,48,2.16,H ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Slicenger,New Comers,Stable
81809,2009-05-08,289,1,1554.48,0.33,1041.5016,153.89352,0.0,1554.48,1041.5016,359.08488,23.1,Washington,District of Columbia,United States,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,33,No,Road-350-W,Road Bikes,Bikes,Yellow,48,16.42,M ,W ,Volume Discount 11 to 14,Reseller,Volume Discount,Woolson,New Comers,Stable
192527,2010-10-15,290,1,2416.7302,0.22,1885.049556,203.1680644,2.0,2416.7302,1885.049556,328.5125796,13.6,Medina,Ohio,United States,Married,Male,60000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,38,Yes,Touring-3000,Touring Bikes,Bikes,Yellow,54,29.42,L ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Acme,New Comers,Stable
93758,2009-08-04,286,1,1734.0,0.26,1283.16,90.168,0.0,1734.0,1283.16,360.672,20.8,Washington,District of Columbia,United States,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,65,No,Mountain-300,Mountain Bikes,Bikes,Black,48,26.42,M ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
293505,2010-07-09,291,1,68.952,0.4,41.3712,38.27424,2.0,68.952,41.3712,-10.69344,-15.5,Bethesda,Maryland,United States,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,69,No,LL Road Tire,Tires and Tubes,Accessories,Unknown,0,0.0,L ,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Old Balance,Incumbents,Shrinking
231181,2008-01-08,296,1,27.0,0.31,18.63,2.511,0.0,27.0,18.63,5.859,21.7,Kirksville,Missouri,United States,Single,Female,110000,3,Bachelors,Management,Yes,4,10+ Miles,53,No,LL Mountain Tire,Tires and Tubes,Accessories,Unknown,0,0.0,L ,U,Volume Discount over 60,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
124580,2009-06-07,292,1,214.3336182,1.0,157.023127,14.17330915,0.0,214.3336182,157.023127,43.13718207,20.1,Kansas City,Missouri,United States,Married,Male,80000,5,Partial College,Professional,Yes,2,0-1 Miles,44,No,LL Touring Handlebars,Handlebars,Components,Unknown,0,0.0,L ,U,Volume Discount 11 to 14,Reseller,Volume Discount,Nuke,Incumbents,Growing
308504,2010-08-10,294,1,74.9016,0.268,54.8279712,2.00736288,0.0,74.9016,54.8279712,18.06626592,24.1,Winnemucca,Nevada,United States,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,32,Yes,ML Road Frame-W,Road Frames,Components,Yellow,44,2.3,M ,W ,Road-650 Overstock,Reseller,Excess Inventory,Woolson,New Comers,Stable
200200,2009-04-16,282,1,239.99,0.5,119.995,11.9995,0.0,239.99,119.995,107.9955,45.0,Los Angeles,California,United States,Married,Male,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,43,Yes,HL Mountain Frame,Mountain Frames,Components,Black,46,2.84,H ,U ,No Discount,No Discount,No Discount,Princess,New Comers,Growing
51116,2010-10-16,284,1,134.9562,0.21,106.615398,17.8340802,1.0,134.9562,106.615398,10.5067218,7.8,Hayward,California,United States,Married,Female,40000,1,Bachelors,Clerical,Yes,0,0-1 Miles,80,No,HL Fork,Forks,Components,Unknown,0,0.0,H ,U,LL Road Frame Sale,Reseller,Excess Inventory,Old Balance,Incumbents,Shrinking
2579,2009-02-21,281,1,1616.0,0.28,1163.52,135.744,0.0,1616.0,1163.52,316.736,19.6,Woodland,California,United States,Married,Female,90000,4,Partial College,Professional,Yes,1,1-2 Miles,45,No,Mountain-300,Mountain Bikes,Bikes,Black,40,25.77,M ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Slicenger,New Comers,Stable
174360,2010-04-28,295,1,198.172,0.16,166.46448,9.512256,0.0,198.172,166.46448,22.195264,11.2,Richardson,Texas,United States,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,34,Yes,LL Touring Frame,Touring Frames,Components,Yellow,62,3.2,L ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Adihash,Incumbents,Stable
225558,2008-01-12,293,1,1398.0,0.19,1132.38,53.124,0.0,1398.0,1132.38,212.496,15.2,Tavernier,Florida,United States,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,35,Yes,Road-650,Road Bikes,Bikes,Black,60,19.9,L ,U ,Touring-3000 Promotion,Reseller,New Product,Adihash,Incumbents,Stable
253311,2010-08-31,283,1,199.9396,0.17,165.949868,10.1969196,0.0,199.9396,165.949868,23.7928124,11.9,Chicago,Illinois,United States,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,26,Yes,HL Mountain Frame,Mountain Frames,Components,Black,48,2.8,H ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Woolson,New Comers,Stable
400760,2009-10-02,286,1,1530.0,0.34,1009.8,156.06,0.0,1530.0,1009.8,364.14,23.8,Cranbourne,Victoria,Australia,Married,Female,10000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,70,Yes,Mountain-200,Mountain Bikes,Bikes,Black,42,23.77,H ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Over Armour,New Comers,Shrinking
318112,2008-02-27,296,1,76.0,0.33,50.92,5.016,0.0,76.0,50.92,20.064,26.4,Elkhart,Indiana,United States,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,41,Yes,Racing Socks,Socks,Clothing,White,L,0.0,N,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Over Armour,New Comers,Shrinking
235632,2008-10-28,291,1,1493.0,0.32,1015.24,143.328,0.0,1493.0,1015.24,334.432,22.4,Pittsburgh,Pennsylvania,United States,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,27,Yes,Road-450,Road Bikes,Bikes,Red,52,17.42,M ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Nuke,Incumbents,Growing
126244,2009-01-16,282,4,22.0,1.0,11.0,2.178,0.0,88.0,44.0,41.822,47.5,Sewell,New Jersey,United States,Single,Female,70000,4,Bachelors,Management,Yes,2,1-2 Miles,62,Yes,Thin-Jam Lock Nut,Other,Accessories,Unknown,11,0.0,N,U,No Discount,No Discount,No Discount,Poomah,New Comers,Growing
41759,2010-02-19,289,1,20.808,0.22,16.23024,15.915552,1.0,20.808,16.23024,-11.337792,-54.5,Saddle River,New Jersey,United States,Married,Female,70000,2,High School,Professional,Yes,2,10+ Miles,53,No,Men's Bib-Shorts,Bib-Shorts,Clothing,Multi,L,0.0,N,M ,Volume Discount 41 to 60,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
59490,2010-08-04,288,1,1785.1548,0.29,1267.459908,51.7694892,0.0,1785.1548,1267.459908,465.9254028,26.1,Washington,District of Columbia,United States,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,38,Yes,Road-650,Road Bikes,Bikes,Red,58,19.79,L ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Slicenger,New Comers,Stable
226614,2010-12-04,286,1,1996.14,0.17,1656.7962,67.86876,0.0,1996.14,1656.7962,271.47504,13.6,Cincinnati,Ohio,United States,Married,Female,80000,5,Bachelors,Management,Yes,2,2-5 Miles,61,No,Mountain-100,Mountain Bikes,Bikes,Black,48,21.42,H ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Nuke,Incumbents,Growing
128938,2010-11-15,296,1,77.5276,0.4,46.51656,6.202208,0.0,77.5276,46.51656,24.808832,32.0,Batavia,Illinois,United States,Single,Male,70000,2,Bachelors,Management,No,1,2-5 Miles,59,Yes,Men's Sports Shorts,Shorts,Clothing,Black,S,0.0,N,M ,Volume Discount 11 to 14,Reseller,Volume Discount,Princess,New Comers,Growing
278419,2008-01-27,295,1,73.0,0.48,37.96,10.512,0.0,73.0,37.96,24.528,33.6,San Francisco,California,United States,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,35,No,Classic Vest,Vests,Clothing,Blue,S,0.0,N,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
400158,2009-08-04,296,1,61.8,0.45,33.99,5.562,0.0,61.8,33.99,22.248,36.0,Bendigo,Victoria,Australia,Married,Male,20000,1,Partial College,Manual,Yes,0,1-2 Miles,63,No,Half-Finger Gloves,Gloves,Clothing,Black,S,0.0,N,U ,LL Road Frame Sale,Reseller,Excess Inventory,Old Balance,Incumbents,Shrinking
278058,2010-11-17,283,1,1605.6374,0.15,1364.79179,123.169122,1.0,1605.6374,1364.79179,117.676488,7.3,Indianapolis,Indiana,United States,Married,Male,80000,4,High School,Professional,Yes,2,10+ Miles,54,No,Road-550-W,Road Bikes,Bikes,Yellow,38,17.35,M ,W ,Volume Discount 15 to 24,Reseller,Volume Discount,Nuke,Incumbents,Growing
259778,2008-12-15,292,1,1500.0,0.35,975.0,52.5,0.0,1500.0,975.0,472.5,31.5,Bainbridge Island,Washington,United States,Single,Male,90000,0,Bachelors,Professional,No,3,10+ Miles,34,Yes,Mountain-500,Mountain Bikes,Bikes,Black,44,28.13,L ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
